Timestamp,ADC Pin,Values _Row-1-L,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Timestamp.1,ADC Pin.1,Values _Row-1-R,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Timestamp.2,ADC Pin.2,Values _Row-2-L,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Timestamp.3,ADC Pin.3,Values _Row-2-R,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107
16:57.1,Bottom left 4,598,579,565,553,540,531,525,519,508,503,2500,2493,Bottom right 4,2673,2654,2640,2628,615,606,600,594,583,578,575,568,16:57.1,Bottom left 4,598,579,565,553,540,531,525,519,508,503,2500,2493,Bottom right 4,2673,2654,2640,628,615,606,600,594,583,578,575,568,16:57.1,Bottom left 4,598,579,565,553,540,531,525,519,508,503,500,493,Bottom right 4,673,654,640,628,615,606,600,594,583,578,575,568,16:57.1,Bottom left 4,598,579,565,553,540,531,525,519,508,503,500,493,Bottom right 4,673,654,640,628,615,606,600,594,583,578,575,568
16:57.1,Bottom left 5,332,356,366,377,391,398,405,410,413,419,2425,2427,Bottom right 5,2407,2431,2441,2452,466,473,480,485,488,494,500,502,16:57.1,Bottom left 5,332,356,366,377,391,398,405,410,413,419,2425,2427,Bottom right 5,2407,2431,2441,452,466,473,480,485,488,494,500,502,16:57.1,Bottom left 5,332,356,366,377,391,398,405,410,413,419,425,427,Bottom right 5,407,431,441,452,466,473,480,485,488,494,500,502,16:57.1,Bottom left 5,332,356,366,377,391,398,405,410,413,419,425,427,Bottom right 5,407,431,441,452,466,473,480,485,488,494,500,502
16:57.1,Bottom left 6,524,506,499,493,487,487,479,479,477,475,2473,2473,Bottom right 6,2599,2581,2574,2568,562,562,554,554,552,550,548,548,16:57.1,Bottom left 6,524,506,499,493,487,487,479,479,477,475,2473,2473,Bottom right 6,2599,2581,2574,568,562,562,554,554,552,550,548,548,16:57.1,Bottom left 6,524,506,499,493,487,487,479,479,477,475,473,473,Bottom right 6,599,581,574,568,562,562,554,554,552,550,548,548,16:57.1,Bottom left 6,524,506,499,493,487,487,479,479,477,475,473,473,Bottom right 6,599,581,574,568,562,562,554,554,552,550,548,548
16:57.1,Bottom left 7,739,710,682,663,645,623,610,598,586,575,2567,2559,Bottom right 7,2814,2785,2757,2738,720,698,685,673,661,650,642,634,16:57.1,Bottom left 7,739,710,682,663,645,623,610,598,586,575,2567,2559,Bottom right 7,2814,2785,2757,738,720,698,685,673,661,650,642,634,16:57.1,Bottom left 7,739,710,682,663,645,623,610,598,586,575,567,559,Bottom right 7,814,785,757,738,720,698,685,673,661,650,642,634,16:57.1,Bottom left 7,739,710,682,663,645,623,610,598,586,575,567,559,Bottom right 7,814,785,757,738,720,698,685,673,661,650,642,634
16:57.1,Bottom left 8,615,596,581,566,555,547,537,532,524,519,2509,2507,Bottom right 8,2690,2671,2656,2641,630,622,612,607,599,594,584,582,16:57.1,Bottom left 8,615,596,581,566,555,547,537,532,524,519,2509,2507,Bottom right 8,2690,2671,2656,641,630,622,612,607,599,594,584,582,16:57.1,Bottom left 8,615,596,581,566,555,547,537,532,524,519,509,507,Bottom right 8,690,671,656,641,630,622,612,607,599,594,584,582,16:57.1,Bottom left 8,615,596,581,566,555,547,537,532,524,519,509,507,Bottom right 8,690,671,656,641,630,622,612,607,599,594,584,582
16:57.1,Bottom left 9,363,379,391,397,405,409,413,420,424,427,2429,2435,Bottom right 9,2438,2454,2466,2472,480,484,488,495,499,502,504,510,16:57.1,Bottom left 9,363,379,391,397,405,409,413,420,424,427,2429,2435,Bottom right 9,2438,2454,2466,472,480,484,488,495,499,502,504,510,16:57.1,Bottom left 9,363,379,391,397,405,409,413,420,424,427,429,435,Bottom right 9,438,454,466,472,480,484,488,495,499,502,504,510,16:57.1,Bottom left 9,363,379,391,397,405,409,413,420,424,427,429,435,Bottom right 9,438,454,466,472,480,484,488,495,499,502,504,510
16:57.1,Bottom left 10,525,509,503,496,491,490,485,483,477,477,2473,2472,Bottom right 10,2600,2584,2578,2571,566,565,560,558,552,552,548,547,16:57.1,Bottom left 10,525,509,503,496,491,490,485,483,477,477,2473,2472,Bottom right 10,2600,2584,2578,571,566,565,560,558,552,552,548,547,16:57.1,Bottom left 10,525,509,503,496,491,490,485,483,477,477,473,472,Bottom right 10,600,584,578,571,566,565,560,558,552,552,548,547,16:57.1,Bottom left 10,525,509,503,496,491,490,485,483,477,477,473,472,Bottom right 10,600,584,578,571,566,565,560,558,552,552,548,547
16:57.1,Bottom left 11,741,709,683,663,645,623,611,599,587,576,2568,2558,Bottom right 11,2816,2784,2758,2738,720,698,686,674,662,651,643,633,16:57.1,Bottom left 11,741,709,683,663,645,623,611,599,587,576,2568,2558,Bottom right 11,2816,2784,2758,738,720,698,686,674,662,651,643,633,16:57.1,Bottom left 11,741,709,683,663,645,623,611,599,587,576,568,558,Bottom right 11,816,784,758,738,720,698,686,674,662,651,643,633,16:57.1,Bottom left 11,741,709,683,663,645,623,611,599,587,576,568,558,Bottom right 11,816,784,758,738,720,698,686,674,662,651,643,633
16:57.1,Bottom left 12,603,583,565,553,541,533,525,519,507,503,2499,2493,Bottom right 12,2678,2658,2640,2628,616,608,600,594,582,578,574,568,16:57.1,Bottom left 12,603,583,565,553,541,533,525,519,507,503,2499,2493,Bottom right 12,2678,2658,2640,628,616,608,600,594,582,578,574,568,16:57.1,Bottom left 12,603,583,565,553,541,533,525,519,507,503,499,493,Bottom right 12,678,658,640,628,616,608,600,594,582,578,574,568,16:57.1,Bottom left 12,603,583,565,553,541,533,525,519,507,503,499,493,Bottom right 12,678,658,640,628,616,608,600,594,582,578,574,568
16:57.4,Top left 1,1583,1465,1403,1340,1287,1175,1122,1077,1036,989,955,923,Top right,1658,1540,1478,1415,1362,1250,1197,1152,1111,1064,1030,998,16:57.4,Top left 1,1583,1465,1403,1340,1287,1175,1122,1077,1036,989,955,923,Top right,1658,1540,1478,1415,1362,1250,1197,1152,1111,1064,1030,998,16:57.4,Top left 1,1583,1465,1403,1340,1287,1175,1122,1077,1036,989,955,923,Top right,1658,1540,1478,1415,1362,1250,1197,1152,1111,1064,1030,998,16:57.4,Top left 1,1583,1465,1403,1340,1287,1175,1122,1077,1036,989,955,923,Top right,1658,1540,1478,1415,1362,1250,1197,1152,1111,1064,1030,998
16:57.4,Top left 2,858,821,792,760,733,699,679,663,645,629,616,602,Top right,933,896,867,835,808,774,754,738,720,704,691,677,16:57.4,Top left 2,858,821,792,760,733,699,679,663,645,629,616,602,Top right,933,896,867,835,808,774,754,738,720,704,691,677,16:57.4,Top left 2,858,821,792,760,733,699,679,663,645,629,616,602,Top right,933,896,867,835,808,774,754,738,720,704,691,677,16:57.4,Top left 2,858,821,792,760,733,699,679,663,645,629,616,602,Top right,933,896,867,835,808,774,754,738,720,704,691,677
16:57.4,Top left 3,813,779,748,720,695,671,651,631,615,600,586,571,Top right,888,854,823,795,770,746,726,706,690,675,661,646,16:57.4,Top left 3,813,779,748,720,695,671,651,631,615,600,586,571,Top right,888,854,823,795,770,746,726,706,690,675,661,646,16:57.4,Top left 3,813,779,748,720,695,671,651,631,615,600,586,571,Top right,888,854,823,795,770,746,726,706,690,675,661,646,16:57.4,Top left 3,813,779,748,720,695,671,651,631,615,600,586,571,Top right,888,854,823,795,770,746,726,706,690,675,661,646
16:57.4,Top left 4,599,574,562,548,535,522,509,501,495,489,485,479,Top right,674,649,637,623,610,597,584,576,570,564,560,554,16:57.4,Top left 4,599,574,562,548,535,522,509,501,495,489,485,479,Top right,674,649,637,623,610,597,584,576,570,564,560,554,16:57.4,Top left 4,599,574,562,548,535,522,509,501,495,489,485,479,Top right,674,649,637,623,610,597,584,576,570,564,560,554,16:57.4,Top left 4,599,574,562,548,535,522,509,501,495,489,485,479,Top right,674,649,637,623,610,597,584,576,570,564,560,554
16:57.4,Top left 5,328,347,360,368,379,383,394,398,405,409,411,414,Top right,403,422,435,443,454,458,469,473,480,484,486,489,16:57.4,Top left 5,328,347,360,368,379,383,394,398,405,409,411,414,Top right,403,422,435,443,454,458,469,473,480,484,486,489,16:57.4,Top left 5,328,347,360,368,379,383,394,398,405,409,411,414,Top right,403,422,435,443,454,458,469,473,480,484,486,489,16:57.4,Top left 5,328,347,360,368,379,383,394,398,405,409,411,414,Top right,403,422,435,443,454,458,469,473,480,484,486,489
16:57.4,Top left 6,499,489,482,475,471,469,467,459,458,457,455,455,Top right,574,564,557,550,546,544,542,534,533,532,530,530,16:57.4,Top left 6,499,489,482,475,471,469,467,459,458,457,455,455,Top right,574,564,557,550,546,544,542,534,533,532,530,530,16:57.4,Top left 6,499,489,482,475,471,469,467,459,458,457,455,455,Top right,574,564,557,550,546,544,542,534,533,532,530,530,16:57.4,Top left 6,499,489,482,475,471,469,467,459,458,457,455,455,Top right,574,564,557,550,546,544,542,534,533,532,530,530
16:57.4,Top left 7,715,683,662,635,617,601,588,574,565,554,547,537,Top right,790,758,737,710,692,676,663,649,640,629,622,612,16:57.4,Top left 7,715,683,662,635,617,601,588,574,565,554,547,537,Top right,790,758,737,710,692,676,663,649,640,629,622,612,16:57.4,Top left 7,715,683,662,635,617,601,588,574,565,554,547,537,Top right,790,758,737,710,692,676,663,649,640,629,622,612,16:57.4,Top left 7,715,683,662,635,617,601,588,574,565,554,547,537,Top right,790,758,737,710,692,676,663,649,640,629,622,612
16:57.4,Top left 8,571,553,540,527,519,505,500,493,487,485,483,478,Top right,646,628,615,602,594,580,575,568,562,560,558,553,16:57.4,Top left 8,571,553,540,527,519,505,500,493,487,485,483,478,Top right,646,628,615,602,594,580,575,568,562,560,558,553,16:57.4,Top left 8,571,553,540,527,519,505,500,493,487,485,483,478,Top right,646,628,615,602,594,580,575,568,562,560,558,553,16:57.4,Top left 8,571,553,540,527,519,505,500,493,487,485,483,478,Top right,646,628,615,602,594,580,575,568,562,560,558,553
16:57.4,Top left 9,311,340,355,366,376,384,395,399,407,411,415,421,Top right,386,415,430,441,451,459,470,474,482,486,490,496,16:57.4,Top left 9,311,340,355,366,376,384,395,399,407,411,415,421,Top right,386,415,430,441,451,459,470,474,482,486,490,496,16:57.4,Top left 9,311,340,355,366,376,384,395,399,407,411,415,421,Top right,386,415,430,441,451,459,470,474,482,486,490,496,16:57.4,Top left 9,311,340,355,366,376,384,395,399,407,411,415,421,Top right,386,415,430,441,451,459,470,474,482,486,490,496
16:57.4,Top left 10,517,501,491,485,479,476,473,471,469,468,467,463,Top right,592,576,566,560,554,551,548,546,544,543,542,538,16:57.4,Top left 10,517,501,491,485,479,476,473,471,469,468,467,463,Top right,592,576,566,560,554,551,548,546,544,543,542,538,16:57.4,Top left 10,517,501,491,485,479,476,473,471,469,468,467,463,Top right,592,576,566,560,554,551,548,546,544,543,542,538,16:57.4,Top left 10,517,501,491,485,479,476,473,471,469,468,467,463,Top right,592,576,566,560,554,551,548,546,544,543,542,538
16:57.4,Top left 11,727,696,671,651,627,611,597,584,571,560,549,537,Top right,802,771,746,726,702,686,672,659,646,635,624,612,16:57.4,Top left 11,727,696,671,651,627,611,597,584,571,560,549,537,Top right,802,771,746,726,702,686,672,659,646,635,624,612,16:57.4,Top left 11,727,696,671,651,627,611,597,584,571,560,549,537,Top right,802,771,746,726,702,686,672,659,646,635,624,612,16:57.4,Top left 11,727,696,671,651,627,611,597,584,571,560,549,537,Top right,802,771,746,726,702,686,672,659,646,635,624,612
16:57.4,Top left 12,586,567,552,539,531,521,508,503,499,493,489,487,Top right,661,642,627,614,606,596,583,578,574,568,564,562,16:57.4,Top left 12,586,567,552,539,531,521,508,503,499,493,489,487,Top right,661,642,627,614,606,596,583,578,574,568,564,562,16:57.4,Top left 12,586,567,552,539,531,521,508,503,499,493,489,487,Top right,661,642,627,614,606,596,583,578,574,568,564,562,16:57.4,Top left 12,586,567,552,539,531,521,508,503,499,493,489,487,Top right,661,642,627,614,606,596,583,578,574,568,564,562
16:57.4,Bottom left 1,346,361,373,382,393,399,408,412,415,421,425,428,Bottom right 1,421,436,448,457,468,474,483,487,490,496,500,503,16:57.4,Bottom left 1,346,361,373,382,393,399,408,412,415,421,425,428,Bottom right 1,421,436,448,457,468,474,483,487,490,496,500,503,16:57.4,Bottom left 1,346,361,373,382,393,399,408,412,415,421,425,428,Bottom right 1,421,436,448,457,468,474,483,487,490,496,500,503,16:57.4,Bottom left 1,346,361,373,382,393,399,408,412,415,421,425,428,Bottom right 1,421,436,448,457,468,474,483,487,490,496,500,503
16:57.4,Bottom left 2,522,507,501,493,488,486,483,477,477,475,473,472,Bottom right 2,597,582,576,568,563,561,558,552,552,550,548,547,16:57.4,Bottom left 2,522,507,501,493,488,486,483,477,477,475,473,472,Bottom right 2,597,582,576,568,563,561,558,552,552,550,548,547,16:57.4,Bottom left 2,522,507,501,493,488,486,483,477,477,475,473,472,Bottom right 2,597,582,576,568,563,561,558,552,552,550,548,547,16:57.4,Bottom left 2,522,507,501,493,488,486,483,477,477,475,473,472,Bottom right 2,597,582,576,568,563,561,558,552,552,550,548,547
16:57.4,Bottom left 3,735,703,681,661,637,621,605,595,583,571,563,555,Bottom right 3,810,778,756,736,712,696,680,670,658,646,638,630,16:57.4,Bottom left 3,735,703,681,661,637,621,605,595,583,571,563,555,Bottom right 3,810,778,756,736,712,696,680,670,658,646,638,630,16:57.4,Bottom left 3,735,703,681,661,637,621,605,595,583,571,563,555,Bottom right 3,810,778,756,736,712,696,680,670,658,646,638,630,16:57.4,Bottom left 3,735,703,681,661,637,621,605,595,583,571,563,555,Bottom right 3,810,778,756,736,712,696,680,670,658,646,638,630
16:57.4,Bottom left 4,599,583,567,554,543,535,527,521,511,507,503,501,Bottom right 4,674,658,642,629,618,610,602,596,586,582,578,576,16:57.4,Bottom left 4,599,583,567,554,543,535,527,521,511,507,503,501,Bottom right 4,674,658,642,629,618,610,602,596,586,582,578,576,16:57.4,Bottom left 4,599,583,567,554,543,535,527,521,511,507,503,501,Bottom right 4,674,658,642,629,618,610,602,596,586,582,578,576,16:57.4,Bottom left 4,599,583,567,554,543,535,527,521,511,507,503,501,Bottom right 4,674,658,642,629,618,610,602,596,586,582,578,576
16:57.4,Bottom left 5,333,355,365,377,390,397,404,410,413,421,425,427,Bottom right 5,408,430,440,452,465,472,479,485,488,496,500,502,16:57.4,Bottom left 5,333,355,365,377,390,397,404,410,413,421,425,427,Bottom right 5,408,430,440,452,465,472,479,485,488,496,500,502,16:57.4,Bottom left 5,333,355,365,377,390,397,404,410,413,421,425,427,Bottom right 5,408,430,440,452,465,472,479,485,488,496,500,502,16:57.4,Bottom left 5,333,355,365,377,390,397,404,410,413,421,425,427,Bottom right 5,408,430,440,452,465,472,479,485,488,496,500,502
16:57.4,Bottom left 6,531,511,504,499,492,489,484,483,479,477,475,473,Bottom right 6,606,586,579,574,567,564,559,558,554,552,550,548,16:57.4,Bottom left 6,531,511,504,499,492,489,484,483,479,477,475,473,Bottom right 6,606,586,579,574,567,564,559,558,554,552,550,548,16:57.4,Bottom left 6,531,511,504,499,492,489,484,483,479,477,475,473,Bottom right 6,606,586,579,574,567,564,559,558,554,552,550,548,16:57.4,Bottom left 6,531,511,504,499,492,489,484,483,479,477,475,473,Bottom right 6,606,586,579,574,567,564,559,558,554,552,550,548
16:57.4,Bottom left 7,749,721,693,671,653,633,618,605,595,583,573,565,Bottom right 7,824,796,768,746,728,708,693,680,670,658,648,640,16:57.4,Bottom left 7,749,721,693,671,653,633,618,605,595,583,573,565,Bottom right 7,824,796,768,746,728,708,693,680,670,658,648,640,16:57.4,Bottom left 7,749,721,693,671,653,633,618,605,595,583,573,565,Bottom right 7,824,796,768,746,728,708,693,680,670,658,648,640,16:57.4,Bottom left 7,749,721,693,671,653,633,618,605,595,583,573,565,Bottom right 7,824,796,768,746,728,708,693,680,670,658,648,640
